,Interest Score,HST,SPY,XTN,sentiment,total_cases,new_cases,total_deaths,new_deaths,S&P 500 Daily Movement
2020-12-29,87,-0.014423079127390603,-0.0019077893087540154,-0.007127912152030902,neutral,19630943.0,200408.0,344997.0,3634.0,neg
2020-12-30,87,0.01742160232433343,0.0014267990940848296,0.00633441641952226,neutral,19864644.0,233701.0,348749.0,3752.0,pos
2020-12-31,87,0.0020547761772162776,0.005080821253407031,-0.00167848819097971,neutral,20100244.0,235600.0,352211.0,3462.0,pos
2021-01-04,87,-0.03280932960737626,-0.013613983822124975,-0.025220722747471336,negative,20947480.0,184005.0,360427.0,2093.0,neg
2021-01-05,87,-0.014134262519924334,0.006887328746690624,0.01638636473550603,negative,21182522.0,235042.0,364137.0,3710.0,pos
2021-01-06,87,0.05734768470774676,0.005978513184986323,0.02955740339903512,neutral,21438159.0,255637.0,368041.0,3904.0,pos
2021-01-07,87,-0.00474574202198097,0.014857498305214323,0.009477950317133388,negative,21716496.0,278337.0,372034.0,3993.0,pos
2021-01-08,87,0.0027247929851148545,0.005697714659280706,-0.001632808826718679,neutral,22011753.0,295257.0,376144.0,4110.0,pos
2021-01-11,90,-0.02377719939677514,-0.006740825836411779,-0.0035437116873023866,neutral,22700799.0,214664.0,383579.0,2107.0,neg
2021-01-12,90,0.01530969163401985,0.00021121912844268564,0.01860211460809369,neutral,22927766.0,226967.0,388055.0,4476.0,pos
2021-01-13,90,0.01096640477990185,0.0026929787492038226,-0.007654084671422812,neutral,23158067.0,230301.0,392068.0,4013.0,pos
2021-01-14,90,0.01762713416148043,-0.003501980199372312,0.019756414808210554,neutral,23393833.0,235766.0,396056.0,3988.0,neg
2021-01-15,90,-0.021319163465620683,-0.007292657904037547,-0.02016990791069806,neutral,23636613.0,242780.0,399944.0,3888.0,neg
2021-01-19,85,0.004765190639760997,0.007851960589843054,0.004604604335695095,neutral,24336216.0,176216.0,409526.0,2723.0,pos
2021-01-20,85,0.012872600097357578,0.013838692292137411,0.01860336003964247,neutral,24519477.0,183261.0,413932.0,4406.0,pos
2021-01-21,85,-0.020735750494810246,0.0009116558716901757,-0.01363153537026196,negative,24713333.0,193856.0,418124.0,4192.0,pos
2021-01-22,85,-0.015027340291637992,-0.0035394164744094736,-0.004025163387586406,neutral,24904093.0,190760.0,421970.0,3846.0,neg
2021-01-25,82,-0.036754488915883954,0.003943819855746211,-0.004580411584386601,neutral,25357727.0,151677.0,429184.0,1976.0,pos
2021-01-26,82,-0.02807777780295273,-0.001560930514972858,-0.009744230973751988,neutral,25505353.0,147626.0,433193.0,4009.0,neg
2021-01-27,82,0.007407435664424256,-0.024440461382450485,-0.031023598467572966,neutral,25659314.0,153961.0,437160.0,3967.0,neg
2021-01-28,82,0.047794088257226086,0.008600200820512827,0.009873017393189798,neutral,25828118.0,168804.0,441167.0,4007.0,pos
2021-01-29,82,-0.04912279363264116,-0.02001958917681823,-0.024441341302996245,neutral,25994731.0,166613.0,444784.0,3617.0,neg
2021-02-01,76,0.006642077588266737,0.01664550906637663,0.01603439901286441,neutral,26384317.0,134975.0,451496.0,2071.0,pos
2021-02-02,76,0.04032252369625411,0.014140224467191542,0.01662674770860173,neutral,26499620.0,115303.0,454931.0,3435.0,pos
2021-02-03,76,0.0,0.0007863145594166898,0.0083159869914331,neutral,26621311.0,121691.0,458838.0,3907.0,pos
2021-02-04,76,-0.0042282922985655835,0.011365709751263164,0.02694156817144555,neutral,26745317.0,124006.0,462574.0,3736.0,pos
2021-02-05,76,0.004953976946729055,0.003935858007879212,0.003480151779100993,neutral,26879739.0,134422.0,466240.0,3666.0,pos
2021-02-08,72,0.007042280479784058,0.0072219400383219945,0.02040814665045465,positive,27164099.0,90438.0,471967.0,1620.0,pos
2021-02-09,72,-0.030069951009817686,-0.0006658210010571652,0.006928088618259887,neutral,27259364.0,95265.0,475040.0,3073.0,neg
2021-02-10,72,0.015861591120693852,-0.00043565260149747154,0.006620824929411073,neutral,27354614.0,95250.0,478336.0,3296.0,neg
2021-02-11,72,0.03619589945768498,0.0016150658954552366,-0.010833169426967881,neutral,27460378.0,105764.0,481564.0,3228.0,pos
2021-02-12,72,0.020547892412475788,0.004939784585931806,0.013689740463306288,neutral,27560048.0,99670.0,484474.0,2910.0,pos
2021-02-16,64,0.047651010491569945,-0.0008660015352057737,0.006045031777532239,neutral,27829179.0,62498.0,490535.0,1751.0,neg
2021-02-17,64,0.0032030872411630273,0.00022948472666350916,0.0014062977324837966,neutral,27899318.0,70139.0,492944.0,2409.0,pos
2021-02-18,64,0.023627129172325123,-0.004256003887434856,0.0010213434084584971,neutral,27969229.0,69911.0,495473.0,2529.0,neg
2021-02-19,64,0.044291893578279895,-0.0017659767589335296,0.027292428130347934,neutral,28048511.0,79282.0,498085.0,2612.0,neg
2021-02-22,70,-0.0029868122905719607,-0.007691716045917785,0.011669705479808945,neutral,28233518.0,56159.0,502465.0,1325.0,neg
2021-02-23,70,-0.0059916344080196415,0.0012143793044092632,0.006626591357016487,negative,28305788.0,72270.0,504747.0,2282.0,pos
2021-02-24,70,0.031946997092874296,0.011019326486895187,0.016335535623869246,neutral,28380537.0,74749.0,507916.0,3169.0,pos
2021-02-25,70,-0.044392534557601504,-0.024095777385022776,-0.023629616838220513,neutral,28458041.0,77504.0,510366.0,2450.0,neg
2021-02-26,70,0.014058651201443118,-0.005152620223082494,-0.0012284824600317101,neutral,28535390.0,77349.0,512433.0,2067.0,neg
